t,mode,link_ok,erpm_left,erpm_right,motor_current,gyro_z,compass_heading,est_x,est_y,est_heading,gt_x,gt_y,gt_heading
179.82,FAILSAFE_BACKTRACK,0,1294.78,1298.66,10.618,0.00695,-1.18709,176.1038,118.0142,-1.19026,180.5677,103.7593,-1.24521
179.84,FAILSAFE_BACKTRACK,0,1292.88,1303.36,11.273,-0.0042,-1.21586,176.1149,117.9864,-1.19089,180.5771,103.7313,-1.24523
179.86,FAILSAFE_BACKTRACK,0,1308.97,1301.29,11.712,0.00335,-1.22024,176.126,117.9585,-1.19145,180.5865,103.7034,-1.24522
179.88,FAILSAFE_BACKTRACK,0,1298.29,1303.67,10.755,0.00414,-1.16427,176.1372,117.9307,-1.19077,180.596,103.6755,-1.24519
179.9,FAILSAFE_BACKTRACK,0,1306.85,1297.98,10.503,-0.00242,-1.15531,176.1483,117.9028,-1.19003,180.6054,103.6475,-1.24518
179.92,FAILSAFE_BACKTRACK,0,1303.9,1297.93,10.694,0.01239,-1.20092,176.1594,117.875,-1.19003,180.6147,103.62,-1.2452
179.94,FAILSAFE_BACKTRACK,0,1306.74,1302.0,11.54,-0.00608,-1.17953,176.1706,117.8471,-1.18993,180.6242,103.5919,-1.24522
179.96,FAILSAFE_BACKTRACK,0,1298.78,1303.37,11.269,-0.01242,-1.18618,176.1818,117.8193,-1.19009,180.6338,103.5636,-1.24524
179.98,FAILSAFE_BACKTRACK,0,1310.05,1298.33,10.83,-0.0015,-1.20163,176.1929,117.7914,-1.19037,180.6433,103.5352,-1.24526
180.0,FAILSAFE_BACKTRACK,0,1304.23,1301.59,10.867,-0.01246,-1.20634,176.204,117.7635,-1.19096,180.6528,103.5073,-1.24527
180.02,FAILSAFE_BACKTRACK,0,1301.01,1301.26,10.737,-0.01044,-1.21958,176.2151,117.7356,-1.19179,180.6621,103.4795,-1.24525
180.04,FAILSAFE_BACKTRACK,0,1299.92,1299.18,10.678,-0.00511,-1.18533,176.2262,117.7078,-1.19175,180.6717,103.4513,-1.24521
180.06,FAILSAFE_BACKTRACK,0,1292.01,1299.89,10.428,0.00309,-1.21645,176.2372,117.6801,-1.19224,180.6812,103.4231,-1.24517
180.08,FAILSAFE_BACKTRACK,0,1298.41,1311.41,11.145,0.00204,-1.17531,176.2484,117.6521,-1.19183,180.6907,103.395,-1.2451
180.1,FAILSAFE_BACKTRACK,0,1300.31,1307.18,11.13,0.00175,-1.21273,176.2595,117.6242,-1.19225,180.7001,103.3672,-1.24505
180.12,FAILSAFE_BACKTRACK,0,1297.3,1300.84,10.851,0.0138,-1.20001,176.2705,117.5964,-1.19215,180.7095,103.3394,-1.24499
180.14,FAILSAFE_BACKTRACK,0,1295.34,1301.43,9.963,0.01439,-1.22282,176.2816,117.5686,-1.19256,180.7188,103.3116,-1.24493
180.16,FAILSAFE_BACKTRACK,0,1298.37,1294.9,11.839,0.01583,-1.17282,176.2926,117.5409,-1.19183,180.7281,103.2841,-1.24485
180.18,FAILSAFE_BACKTRACK,0,1307.88,1299.11,10.362,0.02158,-1.19552,176.3037,117.513,-1.19149,180.7376,103.2562,-1.24479
180.2,FAILSAFE_BACKTRACK,0,1297.33,1298.46,11.187,0.01936,-1.21478,176.3148,117.4852,-1.19162,180.747,103.2284,-1.24475
180.22,FAILSAFE_BACKTRACK,0,1295.9,1302.12,10.43,0.00296,-1.17163,176.3259,117.4574,-1.19112,180.7565,103.2002,-1.2447
180.24,FAILSAFE_BACKTRACK,0,1300.18,1307.01,11.027,0.00918,-1.20682,176.337,117.4295,-1.19128,180.7658,103.1726,-1.24467
180.26,FAILSAFE_BACKTRACK,0,1298.15,1295.23,11.521,0.00629,-1.21468,176.3481,117.4018,-1.19166,180.7753,103.1447,-1.24463
180.28,FAILSAFE_BACKTRACK,0,1296.57,1299.28,12.538,0.00745,-1.19892,176.3592,117.374,-1.19166,180.7847,103.117,-1.24458
180.3,FAILSAFE_BACKTRACK,0,1294.53,1308.73,10.134,-0.00053,-1.20768,176.3702,117.3461,-1.19203,180.794,103.0893,-1.24453
180.32,FAILSAFE_BACKTRACK,0,1299.71,1304.17,10.801,0.01405,-1.18801,176.3813,117.3183,-1.19167,180.8035,103.0614,-1.24446
180.34,FAILSAFE_BACKTRACK,0,1309.75,1303.1,12.365,0.00066,-1.19209,176.3925,117.2903,-1.19166,180.8128,103.0338,-1.24441
180.36,FAILSAFE_BACKTRACK,0,1303.23,1303.71,10.291,0.01379,-1.20578,176.4036,117.2624,-1.19171,180.8222,103.0059,-1.24435
180.38,FAILSAFE_BACKTRACK,0,1295.29,1299.44,11.138,0.00129,-1.1717,176.4147,117.2346,-1.19125,180.8315,102.9785,-1.24429
180.4,FAILSAFE_BACKTRACK,0,1307.41,1304.79,10.111,0.00597,-1.18219,176.4258,117.2067,-1.19093,180.841,102.9506,-1.24425
180.42,FAILSAFE_BACKTRACK,0,1299.95,1301.08,10.173,0.00941,-1.22936,176.4369,117.1789,-1.1916,180.8504,102.9227,-1.24422
180.44,FAILSAFE_BACKTRACK,0,1303.65,1299.13,12.747,0.02229,-1.19564,176.448,117.151,-1.19125,180.8601,102.8942,-1.24416
180.46,FAILSAFE_BACKTRACK,0,1297.64,1305.86,11.504,0.01645,-1.22502,176.4591,117.1231,-1.19165,180.8694,102.8666,-1.24411
180.48,FAILSAFE_BACKTRACK,0,1292.02,1293.64,11.061,0.00719,-1.2127,176.4701,117.0955,-1.19197,180.8788,102.8389,-1.24405
180.5,FAILSAFE_BACKTRACK,0,1294.83,1301.31,10.93,0.02157,-1.20555,176.4812,117.0677,-1.19184,180.8883,102.811,-1.24398
180.52,FAILSAFE_BACKTRACK,0,1302.11,1301.5,10.694,0.00782,-1.18687,176.4923,117.0398,-1.19158,180.8976,102.7833,-1.24391
180.54,FAILSAFE_BACKTRACK,0,1294.73,1303.75,9.864,-0.00359,-1.15651,176.5034,117.012,-1.19086,180.9071,102.7554,-1.24383
180.56,FAILSAFE_BACKTRACK,0,1295.42,1298.17,10.566,0.01426,-1.24268,176.5145,116.9843,-1.19172,180.9168,102.7267,-1.24377
180.58,FAILSAFE_BACKTRACK,0,1302.94,1296.37,10.173,0.02332,-1.18534,176.5256,116.9565,-1.19112,180.9262,102.6992,-1.24369
180.6,FAILSAFE_BACKTRACK,0,1298.32,1295.15,11.531,0.01561,-1.18758,176.5367,116.9287,-1.19074,180.9356,102.6713,-1.24362
180.62,FAILSAFE_BACKTRACK,0,1299.15,1293.13,10.916,0.00274,-1.1592,176.5477,116.901,-1.19,180.9451,102.6434,-1.24357
180.64,FAILSAFE_BACKTRACK,0,1296.89,1300.41,10.757,0.00534,-1.18503,176.5589,116.8732,-1.18979,180.9546,102.6155,-1.24354
180.66,FAILSAFE_BACKTRACK,0,1298.68,1299.52,11.521,0.00334,-1.19715,176.57,116.8454,-1.18988,180.9641,102.5875,-1.24353
180.68,FAILSAFE_BACKTRACK,0,1296.77,1309.78,12.768,0.00797,-1.19353,176.5812,116.8176,-1.1898,180.9736,102.5594,-1.2435
180.7,FAILSAFE_BACKTRACK,0,1304.82,1304.38,10.775,0.00402,-1.18864,176.5923,116.7897,-1.18969,180.9832,102.5313,-1.24348
180.72,FAILSAFE_BACKTRACK,0,1297.42,1301.7,11.763,0.02178,-1.21977,176.6035,116.7619,-1.1899,180.9928,102.503,-1.24347
180.74,FAILSAFE_BACKTRACK,0,1300.31,1301.58,10.537,0.01059,-1.20742,176.6146,116.7341,-1.19008,181.0021,102.4756,-1.24344
180.76,FAILSAFE_BACKTRACK,0,1293.99,1300.76,11.569,0.0182,-1.19425,176.6257,116.7063,-1.18982,181.0116,102.4475,-1.24341
180.78,FAILSAFE_BACKTRACK,0,1306.21,1311.5,11.108,-0.01319,-1.20192,176.6369,116.6783,-1.19034,181.0212,102.4194,-1.24339
180.8,FAILSAFE_BACKTRACK,0,1298.15,1301.92,10.455,0.01071,-1.18894,176.6481,116.6505,-1.1901,181.0306,102.3916,-1.24335
180.82,FAILSAFE_BACKTRACK,0,1298.66,1306.02,11.653,0.00847,-1.18061,176.6592,116.6227,-1.18973,181.04,102.3639,-1.24331
180.84,FAILSAFE_BACKTRACK,0,1301.07,1306.55,10.791,0.00409,-1.17855,176.6704,116.5948,-1.1894,181.0493,102.3365,-1.24329
180.86,FAILSAFE_BACKTRACK,0,1297.33,1299.69,11.96,0.00787,-1.18332,176.6815,116.567,-1.18912,181.0587,102.309,-1.24328
180.88,FAILSAFE_BACKTRACK,0,1300.37,1305.33,12.127,-0.0158,-1.18447,176.6927,116.5392,-1.18933,181.0682,102.2808,-1.24328
180.9,FAILSAFE_BACKTRACK,0,1297.77,1307.78,10.976,-0.00902,-1.21868,176.7039,116.5113,-1.19015,181.0779,102.2525,-1.24327
180.92,FAILSAFE_BACKTRACK,0,1297.31,1296.27,11.1,0.01076,-1.19203,176.715,116.4836,-1.18998,181.0872,102.2249,-1.24322
180.94,FAILSAFE_BACKTRACK,0,1301.61,1301.81,11.489,0.02104,-1.14963,176.7261,116.4557,-1.1887,181.0967,102.197,-1.24318
180.96,FAILSAFE_BACKTRACK,0,1306.03,1293.76,9.221,0.01799,-1.20039,176.7373,116.4279,-1.18862,181.1063,102.1687,-1.24319
180.98,FAILSAFE_BACKTRACK,0,1296.88,1298.18,11.398,0.0085,-1.195,176.7485,116.4002,-1.18859,181.1157,102.141,-1.2432
181.0,FAILSAFE_BACKTRACK,0,1303.13,1301.9,12.066,0.00915,-1.20422,176.7597,116.3724,-1.18874,181.1252,102.1132,-1.24321
181.02,FAILSAFE_BACKTRACK,0,1298.46,1305.08,11.042,0.00265,-1.16952,176.7708,116.3445,-1.18827,181.1347,102.0852,-1.24322
181.04,FAILSAFE_BACKTRACK,0,1303.68,1298.3,11.071,-0.00489,-1.22237,176.782,116.3167,-1.18911,181.1441,102.0576,-1.24324
181.06,FAILSAFE_BACKTRACK,0,1306.37,1297.93,11.219,0.01405,-1.21521,176.7932,116.2889,-1.1894,181.1537,102.0293,-1.24324
181.08,FAILSAFE_BACKTRACK,0,1296.93,1294.97,10.665,0.01013,-1.15987,176.8043,116.2612,-1.18855,181.1631,102.0017,-1.24322
181.1,FAILSAFE_BACKTRACK,0,1294.6,1303.96,11.036,-0.00175,-1.16051,176.8155,116.2334,-1.18797,181.1728,101.9733,-1.24324
181.12,FAILSAFE_BACKTRACK,0,1311.23,1300.4,9.478,0.00142,-1.20281,176.8267,116.2055,-1.18829,181.1822,101.9454,-1.24327
181.14,FAILSAFE_BACKTRACK,0,1294.97,1291.46,11.279,-0.01665,-1.19406,176.8378,116.1779,-1.18874,181.1916,101.9177,-1.2433
181.16,FAILSAFE_BACKTRACK,0,1304.31,1304.28,10.069,0.01948,-1.20558,176.849,116.15,-1.18873,181.2011,101.8897,-1.2433
181.18,FAILSAFE_BACKTRACK,0,1308.76,1299.1,10.227,0.00074,-1.20846,176.8602,116.1221,-1.18916,181.2107,101.8616,-1.24331
181.2,FAILSAFE_BACKTRACK,0,1300.63,1300.7,10.367,0.01208,-1.19874,176.8714,116.0943,-1.18913,181.22,101.8342,-1.24331
181.22,FAILSAFE_BACKTRACK,0,1305.27,1295.79,11.313,-0.00137,-1.17466,176.8826,116.0665,-1.18885,181.2295,101.8062,-1.2433
181.24,FAILSAFE_BACKTRACK,0,1301.29,1297.74,11.493,0.01813,-1.18512,176.8937,116.0387,-1.18842,181.239,101.7784,-1.24327
181.26,FAILSAFE_BACKTRACK,0,1298.78,1300.58,11.381,0.01137,-1.19819,176.9049,116.0109,-1.1884,181.2483,101.7508,-1.24326
181.28,FAILSAFE_BACKTRACK,0,1300.25,1300.43,10.907,0.00703,-1.19597,176.9161,115.9831,-1.18843,181.2578,101.7229,-1.24324
181.3,FAILSAFE_BACKTRACK,0,1304.07,1300.63,11.222,-0.00634,-1.1792,176.9273,115.9553,-1.18836,181.2672,101.6954,-1.24323
181.32,FAILSAFE_BACKTRACK,0,1300.88,1304.14,10.993,0.01363,-1.19914,176.9385,115.9275,-1.18832,181.2765,101.668,-1.24321
181.34,FAILSAFE_BACKTRACK,0,1306.53,1300.85,11.206,0.01907,-1.20363,176.9497,115.8996,-1.18828,181.2859,101.6403,-1.2432
181.36,FAILSAFE_BACKTRACK,0,1303.07,1308.16,10.811,-0.01377,-1.22137,176.9609,115.8717,-1.18927,181.2954,101.6122,-1.24319
181.38,FAILSAFE_BACKTRACK,0,1300.94,1302.01,10.106,-0.01243,-1.21018,176.972,115.8438,-1.18999,181.3049,101.5844,-1.24314
181.4,FAILSAFE_BACKTRACK,0,1296.21,1299.42,12.472,0.00297,-1.21293,176.9831,115.8161,-1.1904,181.3144,101.5564,-1.24307
181.42,FAILSAFE_BACKTRACK,0,1299.35,1296.14,11.064,0.00797,-1.20285,176.9942,115.7883,-1.19052,181.3241,101.5279,-1.24297
181.44,FAILSAFE_BACKTRACK,0,1298.87,1304.75,10.955,0.00094,-1.21694,177.0053,115.7605,-1.19107,181.3335,101.5003,-1.24288
181.46,FAILSAFE_BACKTRACK,0,1292.42,1301.64,12.103,0.0113,-1.14495,177.0164,115.7327,-1.18989,181.343,101.4723,-1.24276
181.48,FAILSAFE_BACKTRACK,0,1300.0,1302.01,10.656,0.00566,-1.1812,177.0276,115.7049,-1.18959,181.3525,101.4443,-1.24268
181.5,FAILSAFE_BACKTRACK,0,1299.46,1302.06,9.711,0.00337,-1.21893,177.0387,115.6771,-1.19019,181.3619,101.4167,-1.24261
181.52,FAILSAFE_BACKTRACK,0,1290.59,1297.26,10.938,0.01523,-1.19067,177.0498,115.6494,-1.1899,181.3714,101.389,-1.24252
181.54,FAILSAFE_BACKTRACK,0,1301.55,1300.06,10.104,0.01263,-1.21681,177.0609,115.6216,-1.19026,181.3808,101.3613,-1.24243
181.56,FAILSAFE_BACKTRACK,0,1293.03,1297.34,10.911,0.0133,-1.23648,177.072,115.5939,-1.191,181.3902,101.3336,-1.24233
181.58,FAILSAFE_BACKTRACK,0,1298.31,1303.59,11.651,-0.01399,-1.18066,177.0831,115.566,-1.19106,181.3997,101.3058,-1.24234
181.6,FAILSAFE_BACKTRACK,0,1300.38,1306.04,11.574,-0.00147,-1.21992,177.0942,115.5381,-1.1917,181.4093,101.2778,-1.24234
181.62,FAILSAFE_BACKTRACK,0,1303.0,1303.4,11.11,0.00777,-1.20196,177.1053,115.5102,-1.19177,181.4188,101.2499,-1.24232
181.64,FAILSAFE_BACKTRACK,0,1304.59,1300.4,11.76,-0.00577,-1.16496,177.1165,115.4824,-1.19132,181.4283,101.222,-1.24229
181.66,FAILSAFE_BACKTRACK,0,1302.38,1294.53,11.618,0.00133,-1.18012,177.1275,115.4546,-1.19105,181.4378,101.1941,-1.24228
181.68,FAILSAFE_BACKTRACK,0,1303.23,1306.4,10.971,-0.00419,-1.22158,177.1387,115.4267,-1.1918,181.4472,101.1666,-1.24229
181.7,FAILSAFE_BACKTRACK,0,1304.55,1296.59,10.779,0.0061,-1.19963,177.1497,115.3988,-1.19185,181.4567,101.1386,-1.24226
181.72,FAILSAFE_BACKTRACK,0,1300.56,1296.55,11.975,0.00279,-1.17925,177.1608,115.371,-1.19153,181.4662,101.1109,-1.24223
181.74,FAILSAFE_BACKTRACK,0,1302.38,1309.82,11.984,0.01837,-1.19816,177.172,115.3431,-1.19131,181.4757,101.0828,-1.24221
181.76,FAILSAFE_BACKTRACK,0,1299.38,1307.06,11.063,0.00169,-1.17907,177.1831,115.3152,-1.19101,181.4851,101.0553,-1.24221
181.78,FAILSAFE_BACKTRACK,0,1300.13,1299.81,10.336,0.00397,-1.18748,177.1942,115.2874,-1.19086,181.4949,101.0267,-1.24221
181.8,FAILSAFE_BACKTRACK,0,1308.71,1300.89,11.439,0.02374,-1.22624,177.2053,115.2595,-1.19115,181.5042,100.9992,-1.24221
181.82,FAILSAFE_BACKTRACK,0,1305.42,1295.48,10.745,-0.01296,-1.18753,177.2164,115.2316,-1.19132,181.5138,100.9713,-1.24221
181.84,FAILSAFE_BACKTRACK,0,1303.12,1295.7,10.162,-0.01834,-1.20612,177.2275,115.2038,-1.19201,181.5231,100.9438,-1.2422
181.86,FAILSAFE_BACKTRACK,0,1293.89,1298.26,10.789,-0.00234,-1.19625,177.2386,115.1761,-1.19215,181.5326,100.9161,-1.24217
181.88,FAILSAFE_BACKTRACK,0,1298.09,1306.07,11.972,-0.005,-1.20073,177.2496,115.1482,-1.19243,181.5421,100.8881,-1.24212
181.9,FAILSAFE_BACKTRACK,0,1303.24,1303.89,10.835,0.0054,-1.19933,177.2607,115.1203,-1.19248,181.5517,100.8599,-1.24207
181.92,FAILSAFE_BACKTRACK,0,1290.84,1306.18,10.987,-0.00977,-1.19332,177.2718,115.0925,-1.19269,181.5613,100.832,-1.24202
181.94,FAILSAFE_BACKTRACK,0,1293.4,1278.71,10.195,-0.01556,-1.22818,177.2827,115.0649,-1.19378,181.5708,100.804,-1.2424
181.96,FAILSAFE_BACKTRACK,0,1290.69,1284.9,11.28,-0.02706,-1.19612,177.2936,115.0373,-1.19436,181.5801,100.7766,-1.24275
181.98,FAILSAFE_BACKTRACK,0,1286.18,1285.15,11.389,0.00449,-1.16903,177.3045,115.0098,-1.19373,181.5894,100.7494,-1.24309
182.0,FAILSAFE_BACKTRACK,0,1289.07,1286.55,11.409,-0.00861,-1.1637,177.3154,114.9822,-1.19326,181.5986,100.7222,-1.24346
182.02,FAILSAFE_BACKTRACK,0,1293.28,1281.99,11.529,-0.01525,-1.21826,177.3263,114.9546,-1.19409,181.608,100.6945,-1.24385
182.04,FAILSAFE_BACKTRACK,0,1284.78,1280.97,11.774,0.00365,-1.20792,177.3372,114.9272,-1.19431,181.6172,100.6673,-1.24421
182.06,FAILSAFE_BACKTRACK,0,1292.73,1282.7,11.404,0.00082,-1.24203,177.3481,114.8996,-1.19532,181.6265,100.6401,-1.24458
182.08,FAILSAFE_BACKTRACK,0,1290.0,1283.88,11.015,0.00584,-1.21829,177.3589,114.872,-1.1957,181.6357,100.6128,-1.24491
182.1,FAILSAFE_BACKTRACK,0,1293.92,1278.75,10.713,-0.01583,-1.21016,177.3698,114.8444,-1.19633,181.6449,100.5854,-1.24524
182.12,FAILSAFE_BACKTRACK,0,1294.23,1283.93,10.574,0.00336,-1.19664,177.3807,114.8168,-1.19627,181.6542,100.5578,-1.24555
182.14,FAILSAFE_BACKTRACK,0,1296.93,1283.57,11.452,-0.00397,-1.21396,177.3915,114.7891,-1.19673,181.6635,100.5303,-1.24587
182.16,FAILSAFE_BACKTRACK,0,1291.9,1278.94,12.716,0.00013,-1.18773,177.4023,114.7615,-1.19654,181.6729,100.5025,-1.24618
182.18,FAILSAFE_BACKTRACK,0,1287.17,1279.68,11.099,-0.01531,-1.17281,177.4132,114.734,-1.19633,181.6823,100.4745,-1.2465
182.2,FAILSAFE_BACKTRACK,0,1290.63,1285.92,11.046,0.00156,-1.19441,177.424,114.7064,-1.19625,181.6915,100.4472,-1.24684
182.22,FAILSAFE_BACKTRACK,0,1294.09,1287.03,10.84,-0.03213,-1.21486,177.4349,114.6787,-1.19729,181.7006,100.42,-1.24718
182.24,FAILSAFE_BACKTRACK,0,1290.31,1276.77,11.545,-0.01278,-1.20107,177.4456,114.6512,-1.19762,181.7098,100.3924,-1.2475
182.26,FAILSAFE_BACKTRACK,0,1288.35,1283.59,10.964,-0.00959,-1.18134,177.4565,114.6236,-1.19745,181.719,100.365,-1.24781
182.28,FAILSAFE_BACKTRACK,0,1272.2,1246.09,11.632,-0.04269,-1.20005,177.467,114.5966,-1.19834,181.7279,100.3383,-1.24873
182.3,FAILSAFE_BACKTRACK,0,1273.25,1253.3,11.125,-0.02656,-1.21882,177.4776,114.5694,-1.19931,181.7368,100.3118,-1.24963
182.32,FAILSAFE_BACKTRACK,0,1278.65,1249.38,11.424,-0.0237,-1.17574,177.4881,114.5423,-1.19927,181.7458,100.2845,-1.25051
182.34,FAILSAFE_BACKTRACK,0,1272.23,1253.12,11.803,-0.04163,-1.21323,177.4987,114.5152,-1.20038,181.7547,100.2579,-1.25141
182.36,FAILSAFE_BACKTRACK,0,1274.07,1253.71,10.774,-0.05879,-1.23706,177.5092,114.488,-1.20233,181.7635,100.2311,-1.25228
182.38,FAILSAFE_BACKTRACK,0,1286.46,1262.53,11.438,-0.03671,-1.21342,177.5197,114.4606,-1.20329,181.7725,100.2037,-1.2531
182.4,FAILSAFE_BACKTRACK,0,1280.54,1262.84,11.885,-0.03391,-1.18234,177.5302,114.4333,-1.20351,181.7813,100.1768,-1.25389
182.42,FAILSAFE_BACKTRACK,0,1272.89,1259.35,11.297,-0.02991,-1.18031,177.5407,114.406,-1.20359,181.7905,100.149,-1.25469
182.44,FAILSAFE_BACKTRACK,0,1285.7,1253.19,11.358,-0.0249,-1.20275,177.5512,114.3787,-1.20406,181.7994,100.1217,-1.25551
182.46,FAILSAFE_BACKTRACK,0,1277.06,1257.89,11.011,-0.04559,-1.20686,177.5616,114.3515,-1.20502,181.8082,100.0947,-1.25632
182.48,FAILSAFE_BACKTRACK,0,1279.18,1258.34,10.522,-0.03288,-1.21171,177.5721,114.3242,-1.20581,181.8171,100.0672,-1.25711
182.5,FAILSAFE_BACKTRACK,0,1283.31,1257.74,9.721,-0.03321,-1.21527,177.5825,114.2968,-1.20667,181.8259,100.04,-1.25789
182.52,FAILSAFE_BACKTRACK,0,1281.43,1258.74,11.69,-0.00845,-1.22551,177.5929,114.2695,-1.20724,181.8348,100.0125,-1.25865
182.54,FAILSAFE_BACKTRACK,0,1279.39,1257.87,11.406,-0.03304,-1.1941,177.6033,114.2422,-1.2076,181.8436,99.9853,-1.25941
182.56,FAILSAFE_BACKTRACK,0,1272.34,1259.48,12.209,-0.03732,-1.20169,177.6136,114.2149,-1.20821,181.8523,99.958,-1.26017
182.58,FAILSAFE_BACKTRACK,0,1283.68,1267.48,12.06,-0.04155,-1.1994,177.624,114.1874,-1.20884,181.8611,99.9308,-1.26093
182.6,FAILSAFE_BACKTRACK,0,1280.64,1259.9,10.618,-0.02654,-1.22561,177.6344,114.16,-1.20973,181.8699,99.9033,-1.26167
182.62,FAILSAFE_BACKTRACK,0,1274.88,1259.11,10.445,-0.03579,-1.19,177.6447,114.1327,-1.20999,181.8785,99.8763,-1.26241
182.64,FAILSAFE_BACKTRACK,0,1257.9,1227.2,11.782,-0.06345,-1.19447,177.6548,114.1059,-1.2109,181.8869,99.8497,-1.26384
182.66,FAILSAFE_BACKTRACK,0,1262.91,1222.97,10.685,-0.08092,-1.20806,177.6648,114.0791,-1.21242,181.8954,99.823,-1.26526
182.68,FAILSAFE_BACKTRACK,0,1263.11,1227.51,11.409,-0.05577,-1.21931,177.6748,114.0522,-1.21366,181.9037,99.7965,-1.26665
182.7,FAILSAFE_BACKTRACK,0,1271.12,1233.83,11.563,-0.06136,-1.20392,177.6849,114.0252,-1.21466,181.9121,99.7698,-1.26801
182.72,FAILSAFE_BACKTRACK,0,1255.09,1233.84,10.801,-0.07211,-1.22997,177.6948,113.9983,-1.2164,181.9204,99.7431,-1.26936
182.74,FAILSAFE_BACKTRACK,0,1268.46,1231.68,11.701,-0.06348,-1.21289,177.7048,113.9713,-1.21757,181.9287,99.7162,-1.27068
182.76,FAILSAFE_BACKTRACK,0,1265.45,1226.93,13.191,-0.06594,-1.20136,177.7147,113.9443,-1.21854,181.9369,99.6897,-1.27197
182.78,FAILSAFE_BACKTRACK,0,1256.88,1238.4,11.601,-0.05339,-1.23356,177.7246,113.9173,-1.2199,181.9452,99.6626,-1.27325
182.8,FAILSAFE_BACKTRACK,0,1260.1,1232.8,10.753,-0.06377,-1.21768,177.7344,113.8904,-1.2211,181.9534,99.6359,-1.2745
182.82,FAILSAFE_BACKTRACK,0,1265.97,1239.12,10.982,-0.0648,-1.22238,177.7443,113.8632,-1.2224,181.9617,99.6087,-1.27574
182.84,FAILSAFE_BACKTRACK,0,1273.29,1237.72,11.095,-0.04082,-1.24203,177.7541,113.836,-1.22362,181.9698,99.5821,-1.27695
182.86,FAILSAFE_BACKTRACK,0,1272.3,1242.55,10.399,-0.0568,-1.25022,177.7639,113.8088,-1.22532,181.978,99.5549,-1.27814
182.88,FAILSAFE_BACKTRACK,0,1265.54,1234.25,11.322,-0.04284,-1.2258,177.7737,113.7817,-1.22617,181.9861,99.5278,-1.27928
182.9,FAILSAFE_BACKTRACK,0,1266.69,1240.42,11.811,-0.04602,-1.22847,177.7834,113.7545,-1.22712,181.9943,99.5005,-1.28043
182.92,FAILSAFE_BACKTRACK,0,1271.48,1238.0,10.542,-0.05739,-1.27185,177.7931,113.7272,-1.22923,182.0022,99.4739,-1.28156
182.94,FAILSAFE_BACKTRACK,0,1265.17,1249.48,10.779,-0.05221,-1.2328,177.8027,113.6999,-1.23033,182.0104,99.4464,-1.28263
182.96,FAILSAFE_BACKTRACK,0,1276.81,1239.63,11.697,-0.04631,-1.22028,177.8124,113.6726,-1.23102,182.0184,99.4194,-1.28369
182.98,FAILSAFE_BACKTRACK,0,1268.27,1242.59,10.185,-0.05239,-1.25465,177.822,113.6453,-1.23258,182.0263,99.3924,-1.28475
183.0,FAILSAFE_BACKTRACK,0,1253.19,1199.74,11.298,-0.06596,-1.26084,177.8313,113.6187,-1.23447,182.0342,99.3655,-1.28648
183.02,FAILSAFE_BACKTRACK,0,1254.41,1206.98,11.112,-0.07243,-1.24078,177.8406,113.5919,-1.23603,182.0421,99.3386,-1.28817
183.04,FAILSAFE_BACKTRACK,0,1249.18,1210.23,10.58,-0.06283,-1.26461,177.8499,113.5651,-1.23789,182.0499,99.3114,-1.28983
183.06,FAILSAFE_BACKTRACK,0,1259.38,1220.61,12.186,-0.0738,-1.24618,177.8592,113.5381,-1.23951,182.0577,99.2845,-1.29145
183.08,FAILSAFE_BACKTRACK,0,1259.4,1216.69,11.824,-0.06577,-1.27014,177.8684,113.5111,-1.24144,182.0653,99.2577,-1.29303
183.1,FAILSAFE_BACKTRACK,0,1256.92,1219.68,12.216,-0.07863,-1.25154,177.8776,113.4841,-1.24319,182.073,99.2308,-1.29458
183.12,FAILSAFE_BACKTRACK,0,1260.08,1219.17,11.245,-0.0733,-1.23848,177.8868,113.457,-1.24452,182.0805,99.2044,-1.29608
183.14,FAILSAFE_BACKTRACK,0,1258.16,1219.15,10.268,-0.06693,-1.23147,177.8959,113.43,-1.24554,182.0881,99.1772,-1.29757
183.16,FAILSAFE_BACKTRACK,0,1256.48,1227.96,11.497,-0.05957,-1.24428,177.905,113.4029,-1.24668,182.0956,99.1505,-1.29904
183.18,FAILSAFE_BACKTRACK,0,1261.94,1230.64,11.022,-0.06749,-1.28002,177.9141,113.3756,-1.24873,182.1031,99.1233,-1.3005
183.2,FAILSAFE_BACKTRACK,0,1261.41,1226.75,11.017,-0.07581,-1.23206,177.9231,113.3484,-1.24985,182.1107,99.0959,-1.30192
183.22,FAILSAFE_BACKTRACK,0,1261.07,1224.85,11.801,-0.05595,-1.24338,177.9321,113.3212,-1.25081,182.1182,99.0687,-1.30331
183.24,FAILSAFE_BACKTRACK,0,1259.26,1228.13,11.47,-0.04776,-1.28008,177.9411,113.294,-1.25237,182.1256,99.0415,-1.3047
183.26,FAILSAFE_BACKTRACK,0,1258.76,1218.31,11.133,-0.03909,-1.25934,177.95,113.2669,-1.25328,182.133,99.0142,-1.30607
183.28,FAILSAFE_BACKTRACK,0,1262.6,1228.2,12.378,-0.06967,-1.23737,177.9589,113.2397,-1.25432,182.1405,98.9866,-1.30742
183.3,FAILSAFE_BACKTRACK,0,1265.66,1229.57,11.222,-0.06778,-1.2619,177.9678,113.2123,-1.25581,182.1478,98.9593,-1.30877
183.32,FAILSAFE_BACKTRACK,0,1257.03,1237.14,11.136,-0.0817,-1.27058,177.9767,113.185,-1.25773,182.1549,98.9327,-1.31009
