t,mode,link_ok,erpm_left,erpm_right,motor_current,gyro_z,compass_heading,est_x,est_y,est_heading,gt_x,gt_y,gt_heading
61.12,RECORDING,1,1734.0,1731.09,13.977,-0.01451,1.48654,88.5709,47.9104,1.47946,89.8784,41.0476,1.41372
61.14,RECORDING,1,1736.08,1736.82,14.685,0.01304,1.47101,88.5746,47.9502,1.47955,89.8845,41.0858,1.41372
61.16,RECORDING,1,1737.52,1740.94,13.903,0.00771,1.48407,88.5782,47.9901,1.47979,89.8907,41.1249,1.41372
61.18,RECORDING,1,1732.11,1737.27,13.765,0.00138,1.48417,88.5818,48.0299,1.4799,89.8968,41.1635,1.41372
61.2,RECORDING,1,1738.7,1732.65,13.847,0.00201,1.45759,88.5855,48.0697,1.47951,89.903,41.2028,1.41372
61.22,RECORDING,1,1737.69,1735.4,13.578,0.01289,1.47307,88.5891,48.1096,1.47963,89.9092,41.2417,1.41372
61.24,RECORDING,1,1731.74,1735.85,13.886,0.00686,1.51916,88.5927,48.1493,1.48054,89.9153,41.2806,1.41372
61.26,RECORDING,1,1738.39,1741.71,13.895,0.00839,1.486,88.5963,48.1893,1.48081,89.9214,41.3188,1.41372
61.28,RECORDING,1,1735.79,1737.19,13.733,0.01082,1.45792,88.5999,48.2291,1.48057,89.9277,41.3586,1.41372
61.3,RECORDING,1,1743.0,1721.94,13.174,0.00266,1.48014,88.6035,48.2689,1.48062,89.9338,41.3973,1.41372
61.32,RECORDING,1,1736.74,1729.8,14.237,-0.0048,1.48139,88.6071,48.3086,1.48054,89.94,41.4362,1.41372
61.34,RECORDING,1,1734.55,1735.15,13.093,-0.00865,1.46151,88.6108,48.3484,1.47998,89.9461,41.4752,1.41372
61.36,RECORDING,1,1732.11,1737.19,13.189,0.00612,1.48338,88.6144,48.3882,1.48017,89.9522,41.5136,1.41372
61.38,RECORDING,1,1733.26,1732.51,13.791,0.01141,1.50327,88.618,48.428,1.48085,89.9584,41.5528,1.41372
61.4,RECORDING,1,1744.44,1736.57,14.348,0.00586,1.47764,88.6216,48.4679,1.4809,89.9646,41.5919,1.41372
61.42,RECORDING,1,1731.97,1734.83,14.661,0.01709,1.46761,88.6251,48.5077,1.48098,89.9708,41.6307,1.41372
61.44,RECORDING,1,1729.99,1743.7,14.01,0.00846,1.47318,88.6287,48.5476,1.481,89.9769,41.6697,1.41372
61.46,RECORDING,1,1729.06,1737.38,13.422,0.00114,1.46162,88.6323,48.5873,1.48063,89.9829,41.7076,1.41372
61.48,RECORDING,1,1735.17,1745.73,14.858,-0.01541,1.45076,88.636,48.6273,1.47977,89.989,41.746,1.41372
61.5,RECORDING,1,1734.21,1733.63,14.46,0.01884,1.46419,88.6396,48.667,1.47984,89.9951,41.7846,1.41372
61.52,RECORDING,1,1738.36,1735.39,12.854,0.0156,1.50471,88.6432,48.7069,1.48065,90.0013,41.8235,1.41372
61.54,RECORDING,1,1732.96,1738.6,13.691,0.00294,1.46612,88.6468,48.7467,1.48042,90.0074,41.8622,1.41372
61.56,RECORDING,1,1735.64,1736.4,13.64,0.00669,1.45,88.6504,48.7865,1.47995,90.0136,41.9012,1.41372
61.58,RECORDING,1,1739.45,1732.52,12.891,0.01183,1.46482,88.6541,48.8264,1.47988,90.0198,41.94,1.41372
61.6,RECORDING,1,1734.14,1739.84,13.973,0.02325,1.48448,88.6577,48.8662,1.48042,90.0259,41.9786,1.41372
61.62,RECORDING,1,1730.55,1734.25,13.598,0.00108,1.50822,88.6613,48.906,1.48099,90.032,42.017,1.41372
61.64,RECORDING,1,1746.59,1743.01,14.252,0.00939,1.48076,88.6649,48.946,1.48117,90.0381,42.0558,1.41372
61.66,RECORDING,1,1727.45,1741.51,15.18,-0.00115,1.48138,88.6684,48.9858,1.48116,90.0442,42.0945,1.41372
61.68,RECORDING,1,1733.45,1735.41,13.494,-0.00726,1.49732,88.672,49.0256,1.48133,90.0503,42.1327,1.41372
61.7,RECORDING,1,1728.5,1740.13,13.316,0.00141,1.43367,88.6756,49.0654,1.48041,90.0565,42.1721,1.41372
61.72,RECORDING,1,1738.68,1732.24,15.426,-0.00529,1.48762,88.6792,49.1052,1.48044,90.0626,42.2106,1.41372
61.74,RECORDING,1,1738.84,1732.45,13.505,-0.00638,1.48549,88.6828,49.145,1.48041,90.0687,42.249,1.41372
61.76,RECORDING,1,1737.32,1740.25,13.165,-0.00526,1.47042,88.6865,49.1849,1.48011,90.0748,42.2874,1.41372
61.78,RECORDING,1,1734.44,1737.38,14.667,0.00514,1.4638,88.6901,49.2248,1.4799,90.0809,42.3261,1.41372
61.8,RECORDING,1,1736.02,1733.36,13.616,0.02241,1.4877,88.6937,49.2646,1.48049,90.0869,42.3642,1.41372
61.82,RECORDING,1,1743.47,1735.37,13.957,-0.00826,1.48118,88.6973,49.3045,1.48034,90.093,42.4026,1.41372
61.84,RECORDING,1,1738.97,1738.97,13.323,0.00504,1.49108,88.7009,49.3444,1.48066,90.0992,42.4413,1.41372
61.86,RECORDING,1,1734.36,1738.88,13.697,0.00383,1.46374,88.7045,49.3842,1.4804,90.1053,42.4801,1.41372
61.88,RECORDING,1,1730.5,1732.9,14.091,0.00111,1.47669,88.7081,49.424,1.48035,90.1113,42.5183,1.41372
61.9,RECORDING,1,1733.92,1739.57,13.892,0.00764,1.46669,88.7118,49.4638,1.48023,90.1174,42.5564,1.41372
61.92,RECORDING,1,1741.19,1735.81,14.243,0.02583,1.48582,88.7154,49.5037,1.48085,90.1236,42.5955,1.41372
61.94,RECORDING,1,1730.02,1733.62,14.19,-0.00874,1.44822,88.719,49.5434,1.48004,90.1298,42.6347,1.41372
61.96,RECORDING,1,1735.73,1729.95,14.618,0.00826,1.47323,88.7226,49.5832,1.48008,90.1359,42.6734,1.41372
61.98,RECORDING,1,1741.02,1733.58,13.292,0.01256,1.47383,88.7262,49.6231,1.4802,90.1421,42.7123,1.41372
62.0,RECORDING,1,1735.32,1740.32,13.914,0.01037,1.48029,88.7298,49.6629,1.4804,90.1483,42.7517,1.41372
62.02,RECORDING,1,1740.82,1738.3,13.717,0.01832,1.46829,88.7334,49.7028,1.48052,90.1544,42.79,1.41372
62.04,RECORDING,1,1742.85,1731.18,14.025,-0.01822,1.48661,88.7371,49.7427,1.48028,90.1606,42.829,1.41372
62.06,RECORDING,1,1741.54,1734.69,14.279,0.00175,1.50646,88.7406,49.7826,1.48082,90.1667,42.8678,1.41372
62.08,RECORDING,1,1737.49,1737.63,14.626,-0.01113,1.49263,88.7442,49.8224,1.48083,90.1728,42.9064,1.41372
62.1,RECORDING,1,1736.75,1741.17,14.015,0.00972,1.47565,88.7478,49.8623,1.48092,90.179,42.9452,1.41372
62.12,RECORDING,1,1732.42,1734.22,13.891,-0.00922,1.47518,88.7514,49.9021,1.48063,90.1851,42.9842,1.41372
62.14,RECORDING,1,1734.35,1743.18,13.854,0.00511,1.47787,88.755,49.942,1.48067,90.1911,43.022,1.41372
62.16,RECORDING,1,1738.87,1729.84,12.993,0.01969,1.45603,88.7586,49.9818,1.48056,90.1973,43.0609,1.41372
62.18,RECORDING,1,1732.7,1740.69,14.176,-0.00377,1.49224,88.7622,50.0217,1.48071,90.2035,43.0999,1.41372
62.2,RECORDING,1,1731.87,1742.67,13.816,0.0073,1.47559,88.7658,50.0615,1.48075,90.2096,43.1388,1.41372
62.22,RECORDING,1,1743.85,1732.54,13.94,0.02446,1.43596,88.7695,50.1014,1.48036,90.2158,43.1775,1.41372
62.24,RECORDING,1,1734.34,1737.33,13.873,0.00839,1.49823,88.7731,50.1412,1.48087,90.2219,43.2164,1.41372
62.26,RECORDING,1,1731.73,1733.72,14.782,0.02261,1.42719,88.7767,50.181,1.4803,90.228,43.2545,1.41372
62.28,RECORDING,1,1738.28,1740.17,13.609,-0.00463,1.45322,88.7803,50.2209,1.47967,90.2341,43.2934,1.41372
62.3,RECORDING,1,1735.44,1731.83,14.421,-0.00263,1.48886,88.7839,50.2607,1.4798,90.2402,43.3317,1.41372
62.32,RECORDING,1,1730.21,1739.74,14.383,0.01334,1.48356,88.7876,50.3005,1.48013,90.2463,43.3704,1.41372
62.34,RECORDING,1,1745.35,1739.93,14.029,0.01936,1.46975,88.7912,50.3404,1.48031,90.2525,43.4093,1.41372
62.36,RECORDING,1,1736.82,1742.73,13.733,0.00395,1.48028,88.7948,50.3804,1.48039,90.2586,43.4478,1.41372
62.38,RECORDING,1,1736.97,1735.33,14.601,0.02463,1.47176,88.7984,50.4202,1.48071,90.2647,43.4867,1.41372
62.4,RECORDING,1,1730.6,1734.39,13.203,-0.00859,1.45326,88.802,50.46,1.47999,90.2709,43.5259,1.41372
62.42,RECORDING,1,1740.44,1736.82,14.422,0.00293,1.49885,88.8056,50.4998,1.48041,90.2771,43.5647,1.41372
62.44,RECORDING,1,1734.68,1741.41,14.506,0.00618,1.45086,88.8093,50.5397,1.47996,90.2832,43.6033,1.41372
62.46,RECORDING,1,1731.88,1737.23,13.381,0.00237,1.47073,88.8129,50.5795,1.47982,90.2893,43.6419,1.41372
62.48,RECORDING,1,1741.51,1733.53,14.075,-0.00057,1.46262,88.8165,50.6194,1.47948,90.2955,43.6807,1.41372
62.5,RECORDING,1,1737.97,1739.95,13.152,0.01835,1.51712,88.8202,50.6593,1.4806,90.3016,43.7194,1.41372
62.52,RECORDING,1,1736.83,1738.3,13.402,0.0,1.47993,88.8238,50.6991,1.48058,90.3076,43.7577,1.41372
62.54,RECORDING,1,1735.89,1741.52,13.478,0.00164,1.48482,88.8274,50.739,1.4807,90.3138,43.7967,1.41372
62.56,RECORDING,1,1735.96,1735.26,13.934,0.008,1.43963,88.831,50.7789,1.48005,90.3198,43.8346,1.41372
62.58,RECORDING,1,1746.52,1739.1,13.374,-0.00464,1.45154,88.8347,50.8188,1.47939,90.326,43.8733,1.41372
62.6,RECORDING,1,1737.9,1728.88,15.408,-0.00143,1.45617,88.8383,50.8586,1.47894,90.3321,43.9123,1.41372
62.62,RECORDING,1,1744.4,1736.22,14.294,0.00219,1.47299,88.842,50.8985,1.47886,90.3382,43.9507,1.41372
62.64,RECORDING,1,1744.12,1728.45,14.149,-0.00331,1.47084,88.8457,50.9384,1.47864,90.3445,43.9903,1.41372
62.66,RECORDING,1,1735.99,1729.21,14.368,0.00595,1.48943,88.8493,50.9781,1.47897,90.3506,44.0287,1.41372
62.68,RECORDING,1,1733.96,1739.18,13.734,0.01166,1.50139,88.853,51.018,1.47964,90.3567,44.0675,1.41372
62.7,RECORDING,1,1738.71,1730.74,14.044,-0.00586,1.5154,88.8566,51.0578,1.48022,90.3628,44.1058,1.41372
62.72,RECORDING,1,1737.01,1731.2,13.128,0.01709,1.45367,88.8602,51.0975,1.48002,90.369,44.1452,1.41372
62.74,RECORDING,1,1737.86,1734.99,13.915,-0.00017,1.47654,88.8638,51.1374,1.47995,90.3751,44.1834,1.41372
62.76,RECORDING,1,1742.42,1732.79,14.298,0.00878,1.4653,88.8675,51.1772,1.47984,90.3811,44.2217,1.41372
62.78,RECORDING,1,1731.93,1732.84,14.343,0.00557,1.49855,88.8711,51.217,1.48031,90.3872,44.2602,1.41372
62.8,RECORDING,1,1737.65,1736.71,14.012,0.00631,1.47773,88.8747,51.2569,1.48038,90.3934,44.2992,1.41372
62.82,RECORDING,1,1738.89,1732.96,14.636,0.01959,1.47787,88.8783,51.2967,1.48072,90.3997,44.3387,1.41372
62.84,RECORDING,1,1738.42,1731.61,14.061,-0.01009,1.49608,88.8819,51.3365,1.48082,90.4059,44.3781,1.41372
62.86,RECORDING,1,1736.44,1740.38,14.669,-0.003,1.49583,88.8855,51.3764,1.48104,90.412,44.4169,1.41372
62.88,RECORDING,1,1742.17,1744.98,13.943,0.0094,1.46436,88.8891,51.4164,1.4809,90.4181,44.4554,1.41372
62.9,RECORDING,1,1738.76,1738.55,14.859,0.00262,1.48187,88.8927,51.4563,1.48097,90.4243,44.4943,1.41372
62.92,RECORDING,1,1738.17,1735.59,15.191,-0.01777,1.44941,88.8963,51.4961,1.48004,90.4305,44.5332,1.41372
62.94,RECORDING,1,1734.27,1738.91,14.014,0.00808,1.44707,88.9,51.536,1.47955,90.4366,44.5719,1.41372
62.96,RECORDING,1,1738.54,1738.39,14.944,0.01214,1.46928,88.9036,51.5759,1.4796,90.4427,44.6104,1.41372
62.98,RECORDING,1,1733.35,1731.92,13.716,0.0031,1.50015,88.9072,51.6156,1.48006,90.4488,44.6491,1.41372
63.0,RECORDING,1,1742.6,1736.55,14.347,0.00242,1.45361,88.9109,51.6555,1.4796,90.455,44.6883,1.41372
63.02,RECORDING,1,1738.34,1733.47,13.054,-0.00396,1.50182,88.9145,51.6954,1.47997,90.4612,44.7272,1.41372
63.04,RECORDING,1,1731.82,1741.6,13.218,0.00338,1.48301,88.9181,51.7352,1.4801,90.4673,44.7659,1.41372
63.06,RECORDING,1,1734.69,1732.55,14.006,0.0201,1.4898,88.9217,51.775,1.48068,90.4734,44.8044,1.41372
63.08,RECORDING,1,1737.03,1738.51,14.686,0.01708,1.47478,88.9253,51.8149,1.48091,90.4797,44.8438,1.41372
63.1,RECORDING,1,1732.81,1732.49,14.041,0.0012,1.47714,88.9289,51.8546,1.48086,90.4858,44.8828,1.41372
63.12,RECORDING,1,1733.89,1746.03,13.603,0.01805,1.4586,88.9325,51.8945,1.48077,90.492,44.9215,1.41372
63.14,RECORDING,1,1733.18,1731.76,13.363,-0.01162,1.45779,88.9361,51.9343,1.48008,90.4981,44.9601,1.41372
63.16,RECORDING,1,1735.34,1738.98,12.977,0.00838,1.47002,88.9397,51.9741,1.48004,90.5043,44.999,1.41372
63.18,RECORDING,1,1736.24,1727.96,14.287,0.01049,1.50062,88.9433,52.0139,1.48065,90.5103,45.0373,1.41372
63.2,RECORDING,1,1735.15,1741.11,14.044,-0.0049,1.48711,88.9469,52.0538,1.48068,90.5165,45.0763,1.41372
63.22,RECORDING,1,1740.09,1737.16,13.985,0.00168,1.48989,88.9505,52.0937,1.48089,90.5226,45.1149,1.41372
63.24,RECORDING,1,1729.31,1737.44,13.26,-0.00102,1.47743,88.9541,52.1334,1.4808,90.5288,45.1538,1.41372
63.26,RECORDING,1,1741.1,1736.21,13.461,0.03026,1.48072,88.9577,52.1733,1.48139,90.5349,45.1926,1.41372
63.28,RECORDING,1,1725.85,1735.89,13.579,-0.00185,1.49522,88.9612,52.213,1.48163,90.5411,45.2317,1.41372
63.3,RECORDING,1,1744.6,1736.65,13.217,0.01242,1.47513,88.9648,52.253,1.48174,90.5473,45.2708,1.41372
63.32,RECORDING,1,1734.68,1737.06,13.334,0.00596,1.48069,88.9684,52.2928,1.48184,90.5534,45.3095,1.41372
63.34,RECORDING,1,1740.92,1744.0,13.636,0.0077,1.45975,88.9719,52.3328,1.48155,90.5596,45.3483,1.41372
63.36,RECORDING,1,1736.73,1740.77,14.378,0.00119,1.51324,88.9755,52.3727,1.48218,90.5657,45.3868,1.41372
63.38,RECORDING,1,1739.75,1741.01,14.052,0.01698,1.47423,88.979,52.4126,1.48236,90.5717,45.4251,1.41372
63.4,RECORDING,1,1739.63,1736.43,14.001,-0.01107,1.49584,88.9826,52.4525,1.48241,90.5778,45.4636,1.41372
63.42,RECORDING,1,1738.52,1733.85,14.043,0.00989,1.48954,88.9861,52.4924,1.48274,90.5839,45.502,1.41372
63.44,RECORDING,1,1728.25,1742.09,13.409,0.02269,1.49632,88.9896,52.5322,1.48346,90.59,45.5406,1.41372
63.46,RECORDING,1,1736.82,1737.06,14.171,0.00011,1.50732,88.993,52.5721,1.48392,90.5963,45.5803,1.41372
63.48,RECORDING,1,1733.66,1734.18,13.869,-0.01145,1.49637,88.9965,52.6119,1.48394,90.6024,45.6188,1.41372
63.5,RECORDING,1,1731.64,1742.14,14.561,0.02367,1.46776,89.0,52.6517,1.4841,90.6085,45.6574,1.41372
63.52,RECORDING,1,1735.09,1734.5,14.467,-0.00468,1.47269,89.0034,52.6915,1.48379,90.6146,45.6958,1.41372
63.54,RECORDING,1,1727.2,1736.44,14.128,0.02341,1.46102,89.0069,52.7313,1.4838,90.6208,45.7349,1.41372
63.56,RECORDING,1,1740.04,1738.5,14.519,-0.00675,1.41139,89.0105,52.7712,1.48229,90.6269,45.7737,1.41372
63.58,RECORDING,1,1734.37,1740.03,14.105,0.01817,1.51979,89.0139,52.8111,1.48337,90.6331,45.8127,1.41372
63.6,RECORDING,1,1733.55,1734.66,14.9,-0.0123,1.43196,89.0175,52.8509,1.48216,90.6394,45.8521,1.41372
63.62,RECORDING,1,1737.34,1737.56,14.898,0.01123,1.48015,89.021,52.8907,1.48234,90.6454,45.8904,1.41372
63.64,RECORDING,1,1734.04,1729.05,14.312,-0.00192,1.47079,89.0246,52.9305,1.48208,90.6515,45.9287,1.41372
63.66,RECORDING,1,1737.54,1728.28,13.955,-0.002,1.51598,89.0281,52.9702,1.48271,90.6577,45.9677,1.41372
63.68,RECORDING,1,1735.8,1740.72,13.424,-0.01155,1.49165,89.0316,53.0101,1.48266,90.6638,46.0061,1.41372
63.7,RECORDING,1,1734.89,1731.0,14.64,0.00906,1.44576,89.0351,53.0499,1.48213,90.6699,46.0446,1.41372
63.72,RECORDING,1,1735.36,1744.17,14.071,-0.00935,1.46076,89.0387,53.0898,1.48154,90.676,46.0832,1.41372
63.74,RECORDING,1,1741.77,1742.19,14.415,-0.01075,1.49521,89.0423,53.1298,1.48159,90.6821,46.122,1.41372
63.76,RECORDING,1,1733.03,1734.26,13.711,0.01479,1.48563,89.0458,53.1696,1.48196,90.6883,46.1609,1.41372
63.78,RECORDING,1,1738.56,1734.53,13.699,0.0147,1.46341,89.0494,53.2094,1.48188,90.6944,46.1996,1.41372
63.8,RECORDING,1,1735.16,1738.48,13.9,0.01391,1.48754,89.0529,53.2493,1.48226,90.7006,46.239,1.41372
63.82,RECORDING,1,1738.83,1745.4,13.68,0.02478,1.44982,89.0565,53.2893,1.48211,90.7067,46.2774,1.41372
63.84,RECORDING,1,1733.17,1726.31,13.607,-0.00391,1.48914,89.06,53.3289,1.48217,90.7129,46.3166,1.41372
63.86,RECORDING,1,1741.31,1745.45,13.687,0.01466,1.47174,89.0635,53.369,1.48225,90.719,46.355,1.41372
63.88,RECORDING,1,1728.97,1719.59,13.794,-0.01537,1.4932,89.0671,53.4085,1.48217,90.7251,46.3934,1.41372
63.9,RECORDING,1,1732.51,1738.86,13.601,0.00888,1.45594,89.0706,53.4484,1.48182,90.7313,46.4327,1.41372
63.92,RECORDING,1,1737.86,1743.55,14.228,-0.0097,1.4624,89.0742,53.4883,1.48126,90.7374,46.4714,1.41372
63.94,RECORDING,1,1736.81,1739.48,13.258,-0.00494,1.44088,89.0778,53.5282,1.48035,90.7435,46.5097,1.41372
63.96,RECORDING,1,1743.25,1737.43,14.199,-0.00035,1.51588,89.0814,53.5681,1.48103,90.7496,46.5482,1.41372
63.98,RECORDING,1,1738.58,1735.88,14.74,0.00993,1.47446,89.085,53.608,1.4811,90.7558,46.5871,1.41372
64.0,RECORDING,1,1734.83,1736.28,14.829,-0.01025,1.44772,89.0886,53.6478,1.48027,90.7619,46.6255,1.41372
64.02,RECORDING,1,1738.99,1740.47,14.883,0.00982,1.4505,89.0922,53.6877,1.4799,90.768,46.6642,1.41372
64.04,RECORDING,1,1739.53,1736.94,13.405,-0.01211,1.44359,89.0959,53.7276,1.47894,90.7742,46.7035,1.41372
64.06,RECORDING,1,1736.53,1731.15,14.218,0.00255,1.49078,89.0996,53.7674,1.47922,90.7803,46.7417,1.41372
64.08,RECORDING,1,1739.73,1732.55,13.783,0.01154,1.46318,89.1032,53.8072,1.47913,90.7864,46.7806,1.41372
64.1,RECORDING,1,1740.36,1738.64,14.549,-0.00184,1.49516,89.1069,53.8471,1.4794,90.7926,46.8196,1.41372
64.12,RECORDING,1,1735.43,1737.14,14.382,-0.00163,1.47773,89.1105,53.8869,1.47933,90.7987,46.8583,1.41372
64.14,RECORDING,1,1726.6,1733.53,14.379,-0.00665,1.43558,89.1142,53.9266,1.47836,90.8049,46.8971,1.41372
64.16,RECORDING,1,1730.59,1735.04,14.404,0.00944,1.45063,89.1179,53.9664,1.47802,90.8111,46.9363,1.41372
64.18,RECORDING,1,1737.89,1731.42,14.665,0.00797,1.46686,89.1216,54.0062,1.47796,90.8172,46.9749,1.41372
64.2,RECORDING,1,1734.42,1735.93,13.662,0.01587,1.48139,89.1253,54.046,1.47834,90.8233,47.0136,1.41372
64.22,RECORDING,1,1733.93,1738.06,13.162,0.00563,1.46632,89.129,54.0858,1.47821,90.8294,47.052,1.41372
64.24,RECORDING,1,1734.01,1736.0,14.14,-0.01087,1.48474,89.1327,54.1256,1.47812,90.8355,47.0902,1.41372
64.26,RECORDING,1,1748.27,1739.4,13.638,0.0076,1.50882,89.1364,54.1656,1.47888,90.8415,47.1285,1.41372
64.28,RECORDING,1,1732.02,1742.98,13.796,0.0233,1.4597,89.1401,54.2055,1.47896,90.8476,47.1668,1.41372
64.3,RECORDING,1,1740.49,1734.03,14.766,0.01285,1.48705,89.1437,54.2453,1.47936,90.8536,47.2049,1.41372
64.32,RECORDING,1,1733.0,1740.5,14.225,-0.00704,1.4888,89.1474,54.2852,1.47941,90.8598,47.244,1.41372
64.34,RECORDING,1,1735.55,1735.81,13.4,0.00612,1.49156,89.151,54.325,1.47977,90.8659,47.2822,1.41372
64.36,RECORDING,1,1732.98,1739.52,12.939,0.00512,1.47728,89.1547,54.3648,1.47982,90.872,47.3211,1.41372
64.38,RECORDING,1,1732.34,1736.88,13.197,0.02232,1.48116,89.1583,54.4046,1.48028,90.8782,47.3601,1.41372
64.4,RECORDING,1,1740.51,1732.44,12.688,0.00312,1.49702,89.1619,54.4445,1.48069,90.8843,47.3988,1.41372
64.42,RECORDING,1,1735.58,1740.77,14.245,0.00728,1.49927,89.1654,54.4843,1.48119,90.8905,47.4378,1.41372
64.44,RECORDING,1,1733.97,1734.55,14.643,0.00865,1.46928,89.169,54.5241,1.48113,90.8966,47.4764,1.41372
64.46,RECORDING,1,1731.82,1742.02,12.021,0.01292,1.46476,89.1726,54.564,1.48104,90.9027,47.5146,1.41372
64.48,RECORDING,1,1731.25,1737.89,14.281,0.02725,1.48379,89.1762,54.6038,1.48163,90.9088,47.5535,1.41372
64.5,RECORDING,1,1725.97,1732.67,14.465,-0.00061,1.47759,89.1797,54.6435,1.48154,90.915,47.5921,1.41372
64.52,RECORDING,1,1735.94,1742.08,14.193,0.00239,1.46539,89.1833,54.6834,1.48127,90.921,47.6302,1.41372
64.54,RECORDING,1,1740.34,1733.6,14.253,0.00807,1.49307,89.1869,54.7232,1.48166,90.927,47.6684,1.41372
64.56,RECORDING,1,1739.28,1737.38,15.138,0.01198,1.46753,89.1904,54.7631,1.48163,90.9332,47.7076,1.41372
64.58,RECORDING,1,1732.53,1733.59,14.813,-0.00643,1.51232,89.194,54.8029,1.48208,90.9394,47.7464,1.41372
64.6,RECORDING,1,1737.89,1733.83,13.433,0.00298,1.48874,89.1975,54.8427,1.48228,90.9455,47.7849,1.41372
64.62,RECORDING,1,1735.93,1739.0,14.103,0.01699,1.46724,89.201,54.8826,1.48232,90.9517,47.8242,1.41372
64.64,RECORDING,1,1735.76,1731.62,13.822,-0.00616,1.44727,89.2046,54.9224,1.48151,90.9579,47.8632,1.41372
64.66,RECORDING,1,1735.32,1738.84,12.626,-0.00804,1.44198,89.2082,54.9622,1.48054,90.9641,47.9021,1.41372
64.68,RECORDING,1,1737.66,1738.53,14.188,0.00208,1.46312,89.2118,55.0021,1.48024,90.9701,47.9405,1.41372
64.7,RECORDING,1,1736.99,1732.97,13.857,0.00785,1.47086,89.2154,55.0419,1.48021,90.9762,47.9786,1.41372
64.72,RECORDING,1,1740.8,1727.35,13.101,0.01414,1.46207,89.2191,55.0817,1.48012,90.9823,48.0171,1.41372
64.74,RECORDING,1,1734.32,1734.17,13.961,0.00258,1.48385,89.2227,55.1215,1.48025,90.9884,48.056,1.41372
64.76,RECORDING,1,1739.76,1743.78,12.801,0.00284,1.45471,89.2263,55.1615,1.47978,90.9945,48.0943,1.41372
64.78,RECORDING,1,1737.1,1732.46,14.04,0.00666,1.47605,89.23,55.2013,1.47984,91.0008,48.134,1.41372
64.8,RECORDING,1,1737.14,1738.9,13.406,0.00349,1.49393,89.2336,55.2411,1.48019,91.0068,48.172,1.41372
64.82,RECORDING,1,1740.02,1739.95,13.491,-0.0022,1.49441,89.2372,55.2811,1.48043,91.0129,48.2103,1.41372
64.84,RECORDING,1,1736.26,1737.42,13.804,0.01326,1.47921,89.2408,55.3209,1.48067,91.019,48.249,1.41372
64.86,RECORDING,1,1732.19,1737.65,13.786,0.00158,1.48724,89.2444,55.3607,1.48083,91.0251,48.2875,1.41372
64.88,RECORDING,1,1736.81,1733.89,13.343,-0.00056,1.47133,89.248,55.4005,1.48062,91.0313,48.3267,1.41372
64.9,RECORDING,1,1731.37,1733.92,15.418,-0.00195,1.48433,89.2516,55.4403,1.48065,91.0374,48.3654,1.41372
64.92,RECORDING,1,1731.62,1734.91,14.143,0.00563,1.44559,89.2552,55.4801,1.48008,91.0435,48.4036,1.41372
64.94,RECORDING,1,1736.37,1732.57,14.664,0.00309,1.51186,89.2588,55.5199,1.48075,91.0496,48.4424,1.41372
64.96,RECORDING,1,1737.61,1731.49,14.538,-0.00097,1.47715,89.2624,55.5597,1.48066,91.0558,48.4814,1.41372
64.98,RECORDING,1,1736.62,1731.37,14.713,0.00546,1.45892,89.266,55.5994,1.48036,91.0619,48.5198,1.41372
65.0,RECORDING,1,1731.1,1738.1,14.686,0.00808,1.48575,89.2696,55.6392,1.48062,91.0681,48.5588,1.41372
65.02,RECORDING,1,1734.53,1740.37,14.331,-0.00349,1.46573,89.2732,55.6791,1.48026,91.0741,48.5972,1.41372
65.04,RECORDING,1,1728.14,1740.92,15.689,0.00279,1.49259,89.2768,55.7189,1.48054,91.0803,48.6362,1.41372
65.06,RECORDING,1,1739.33,1735.44,15.304,-0.00548,1.46554,89.2804,55.7588,1.48016,91.0864,48.6746,1.41372
65.08,RECORDING,1,1742.32,1739.94,14.428,0.00293,1.47786,89.2841,55.7987,1.48017,91.0926,48.7136,1.41372
65.1,RECORDING,1,1736.83,1737.86,13.633,0.0138,1.51046,89.2877,55.8386,1.48104,91.0987,48.7525,1.41372
65.12,RECORDING,1,1734.26,1732.38,14.072,0.02898,1.45904,89.2912,55.8784,1.48118,91.105,48.7917,1.41372
65.14,RECORDING,1,1741.7,1733.71,13.542,0.01423,1.47122,89.2948,55.9182,1.48126,91.1111,48.8305,1.41372
65.16,RECORDING,1,1736.09,1739.1,14.641,0.00642,1.50892,89.2984,55.9581,1.48191,91.1172,48.8692,1.41372
65.18,RECORDING,1,1733.51,1734.29,14.418,0.01016,1.44354,89.3019,55.9979,1.48138,91.1234,48.9081,1.41372
65.2,RECORDING,1,1735.08,1739.04,13.913,0.02223,1.44666,89.3055,56.0377,1.48113,91.1295,48.9468,1.41372
65.22,RECORDING,1,1737.07,1733.07,13.035,0.00183,1.47121,89.3091,56.0776,1.48097,91.1357,48.9857,1.41372
65.24,RECORDING,1,1734.68,1733.7,14.486,-0.00649,1.46728,89.3127,56.1173,1.48058,91.1418,49.0243,1.41372
65.26,RECORDING,1,1730.6,1740.63,13.112,0.02024,1.45425,89.3163,56.1572,1.48044,91.148,49.0633,1.41372
65.28,RECORDING,1,1736.07,1742.85,13.401,0.01741,1.44956,89.3199,56.1971,1.48017,91.1541,49.1019,1.41372
65.3,RECORDING,1,1734.4,1738.35,14.211,0.00716,1.48422,89.3235,56.2369,1.48039,91.1603,49.141,1.41372
65.32,RECORDING,1,1742.16,1729.76,13.612,0.01292,1.44739,89.3272,56.2767,1.47999,91.1663,49.1793,1.41372
